Date,beta0,beta1,beta2
2010-04-20,4.676479565069388,-1.2422158822219125,-1.0551013821954351
2010-04-21,4.67765609987405,-1.2467852481035904,-1.0973982520172214
2010-04-22,4.679782624558642,-1.2503331045932102,-1.1168642191507683
2010-04-23,4.679801724300185,-1.2544604710613716,-1.1817546476008942
2010-04-26,4.683011985930675,-1.2582218834784342,-1.1853356041014351
2010-04-27,4.681015603980346,-1.2584345208312584,-1.182301421346552
2010-04-28,4.678760227781752,-1.2601649869759874,-1.2040397275941659
2010-04-29,4.67755642578903,-1.2617751049985089,-1.2089276410985017
2010-04-30,4.6768788324993,-1.2632902830190185,-1.2107574591853576
2010-05-03,4.677604774147494,-1.2652382859210665,-1.2033435014773497
2010-05-04,4.677563998902336,-1.2658063540653812,-1.1973895872534328
2010-05-05,4.67752822837895,-1.2666455795235154,-1.196298980740946
2010-05-06,4.677522673102052,-1.2673811832179107,-1.1952550174035923
2010-05-07,4.678119368878323,-1.268127942895547,-1.2246121193643822
2010-05-10,4.679297640237194,-1.2686107107191236,-1.2394458691770889
2010-05-11,4.681296601545326,-1.2674622567334484,-1.2533167461202113
2010-05-12,4.682657632709521,-1.2660605890201515,-1.2442853690770639
2010-05-13,4.683354657585982,-1.2649646825433214,-1.2429478472187514
2010-05-14,4.681221407994627,-1.269232764045062,-1.2362702998967219
